,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
79227,yEmEDomLUofVtbZoUeFV5g,The Daily Grind Coffee & Tea Station,2001 De La Vina St,Santa Barbara,CA,93105,34.4286593,-119.7173255,4.0,312,1,"{'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'DogsAllowed': 'True', 'RestaurantsTableService': 'False', 'HappyHour': 'False', 'Caters': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}"", 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}""}","Food, Juice Bars & Smoothies, Restaurants, Coffee & Tea, Breakfast & Brunch, Sandwiches","{'Monday': '5:30-15:0', 'Tuesday': '5:30-15:0', 'Wednesday': '5:30-15:0', 'Thursday': '5:30-15:0', 'Friday': '5:30-15:0', 'Saturday': '5:30-15:0', 'Sunday': '5:30-15:0'}"
79436,8JzURExziDYuCrd7Ve9nDQ,Los Tarascos Bakery and Deli,314 E Haley St,Santa Barbara,CA,93101,34.4202813,-119.6915269,4.5,44,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'OutdoorSeating': 'None', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'HasTV': 'False'}","Delis, Food, Restaurants, Bakeries","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-20:0'}"
79826,GtrY5U_M1ac3bYCk0DUeIg,Three Pickles Subs and Sandwiches,126 E Canon Perdido St,Santa Barbara,CA,93101,34.4221614,-119.698622,4.5,244,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'None', 'OutdoorSeating': 'True'}","Food, Restaurants, Delis, Event Planning & Services, Caterers, Sandwiches","{'Monday': '10:30-15:0', 'Tuesday': '10:30-15:0', 'Wednesday': '10:30-15:0', 'Thursday': '10:30-15:0', 'Friday': '10:30-15:0', 'Saturday': '9:30-15:0'}"
79962,nqsrL6BuIevb285dbdXjjA,Subway,"5801 Calle Real, Ste C",Goleta,CA,93117,34.440601,-119.8268146474,2.5,10,1,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'False', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}","Restaurants, Sandwiches, Fast Food","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-14:30', 'Saturday': '10:0-14:0', 'Sunday': '10:0-21:0'}"
79977,sdzD-6O7eKIYgF9WzOuasg,Max's Restaurant & Cucina,3514 State St,Santa Barbara,CA,93105,34.4406445,-119.7387679,4.0,146,0,"{'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'BikeParking': 'True', 'GoodForKids': 'True'}","Restaurants, Italian, American (Traditional), Breakfast & Brunch","{'Monday': '7:0-15:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '7:0-15:0'}"
79990,tf6S06LD09IFDHUpOPqPaw,East Beach Tacos,226 S Milpas St,Santa Barbara,CA,93103,34.4188894304,-119.6754104884,4.5,856,1,"{'RestaurantsAttire': ""'casual'"", 'Smoking': ""u'outdoor'"", 'HappyHour': 'False', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'no'"", 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'None', 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'DriveThru': 'False', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForDancing': 'False', 'OutdoorSeating': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'None'}","Korean, Restaurants, American (New), Mexican, Tacos, Nightlife, Fast Food, Bars","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}"
80109,D_WS8rM-DVygaCKbIErZ6Q,Palapa,4123 State St,Santa Barbara,CA,93110,34.440664,-119.760507,4.0,232,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'BYOB': 'False', 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}"", 'NoiseLevel': ""'average'""}","Restaurants, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}"
80268,DdD7j67fu8kM6DkvY4JCIA,Panaderia Veronica,201 S Milpas St,Santa Barbara,CA,93103,34.4198234014,-119.6761536598,4.5,26,0,"{'RestaurantsPriceRange2': '1', 'NoiseLevel': ""'quiet'"", 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'RestaurantsTableService': 'False', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'""}","Restaurants, Bakeries, Food, Mexican","{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '5:0-20:0', 'Sunday': '5:0-20:0'}"
80269,JjmmSW_QQh2Db4fuIEMATA,Persona Pizzeria,905 State St,Santa Barbara,CA,93101,34.4206088162,-119.7009534396,4.0,624,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'Corkage': 'True', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True'}","Food, Italian, Pizza, Fast Food, Gelato, Chicken Wings, Sandwiches, Salad, Restaurants","{'Monday': '11:30-20:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-20:0'}"
80309,DLTwr11KNMA1hEN7OrkY2A,Mac's Fish and Chip Shop,503 State St,Santa Barbara,CA,93101,34.4168527,-119.6958051,3.5,459,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'HasTV': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'""}","Seafood, Restaurants, Fish & Chips, British","{'Monday': '11:30-20:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-20:0'}"
80310,n67s7eDowWHlfhVtCElxGQ,Belcampo Meat Co Restaurant,"38 W Victoria St, Ste 115",Santa Barbara,CA,93101,34.4235962,-119.7066283,4.0,33,0,"{'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False'}","Food, Meat Shops, American (New), Burgers, Breakfast & Brunch, Specialty Food, Restaurants","{'Monday': '8:30-20:0', 'Tuesday': '8:30-20:0', 'Wednesday': '8:30-20:0', 'Thursday': '8:30-20:0', 'Friday': '8:30-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}"
80339,wfjqxgLSsLtyzswzQBziSw,Panino,834 Santa Barbara St,Santa Barbara,CA,93101,34.4226944,-119.6979774,4.0,165,1,"{'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Restaurants, Salad, Soup, Sandwiches, Breakfast & Brunch","{'Monday': '10:30-16:0', 'Tuesday': '10:30-16:0', 'Wednesday': '10:30-16:0', 'Thursday': '10:30-16:0', 'Friday': '10:30-16:0', 'Saturday': '10:30-16:0', 'Sunday': '11:0-15:0'}"
80396,JD4yd4N8HCDziaJKJXk2yA,Tori's Oatmeal Lounge,"555 Storke Rd, 3301",Goleta,CA,93117,34.42051005,-119.8706622631,2.5,5,0,"{'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'WiFi': ""'free'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'False', 'BusinessAcceptsCreditCards': 'True'}","Cafes, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
80801,qvXw3V4_9Pu4E7Qoi7-cKA,Fala Bar,"38 W Victoria St, Ste 108",Santa Barbara,CA,93101,34.4236075,-119.7070539,4.5,70,1,"{'BikeParking': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': True, u'validated': False}"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'Corkage': 'False'}","Restaurants, Vegan, Gluten-Free, Falafel, Mediterranean, Salad, Sandwiches","{'Monday': '11:30-16:30', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}"
81161,eCnHSfwrco1Vs3m-iRcavw,Timber's Roadhouse,10 Winchester Canyon Rd,Goleta,CA,93117,34.4330719537,-119.89954919,4.0,30,1,"{'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'DriveThru': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, American (Traditional), Barbeque, Steakhouses, Sandwiches","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
81270,-NXRuUsazxXZZ_OHwmtYtw,Uptown Bar & Lounge,3126 State St,Santa Barbara,CA,93105,34.4406064,-119.7321808,4.0,138,1,"{'HasTV': 'True', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'True', 'RestaurantsReservations': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'loud'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': True, 'video': False, 'karaoke': False}"", 'BusinessAcceptsBitcoin': 'False'}","Lounges, Karaoke, American (New), Mexican, Sports Bars, Tacos, Restaurants, Pizza, Bars, Nightlife, Food, Beer, Wine & Spirits","{'Monday': '0:0-0:0', 'Tuesday': '15:0-23:0', 'Wednesday': '15:0-23:0', 'Thursday': '15:0-23:0', 'Friday': '15:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-23:0'}"
81354,sk0IM8koYo1o9-k_rpkmxQ,Taqueria Santa Barbara,"1213 State St, Ste A",Santa Barbara,CA,93101,34.4234333,-119.7052658,4.5,95,1,"{'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': True, u'friday': False, u'saturday': False, u'sunday': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'BYOB': 'False', 'Smoking': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'free'"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'CoatCheck': 'False'}","Bars, Tacos, Mexican, Food, Beer, Wine & Spirits, Beer Bar, Nightlife, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
